"Sex","Length","Diameter","Height","Whole.weight","Shucked.weight","Viscera.weight","Shell.weight","Rings"
"I",0.455,0.435,0.11,0.4265,0.195,0.09,0.1205,NA
"M",0.71,0.575,0.215,NA,NA,NA,0.502,11
"M",0.63,0.49,0.165,1.2005,0.575,0.273,0.294,NA
"M",0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,11
"I",0.425,0.325,0.105,0.3975,0.1815,0.081,NA,7
"M",0.61,0.48,0.17,1.137,0.4565,0.29,0.347,NA
"M",0.515,0.37,0.115,0.6145,NA,0.155,0.146,9
"I",0.28,NA,0.07,0.124,0.063,0.0215,0.03,6
"I",0.435,0.325,0.1,0.366,NA,NA,0.109,7
"I",0.365,0.275,0.09,0.2345,0.108,0.051,0.0625,7
"I",0.54,0.42,0.14,0.74,0.3595,0.159,0.1985,8
"F",0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,9
"F",0.38,0.32,0.115,0.6475,NA,NA,0.164,7
"I",0.5,0.375,0.145,0.5795,0.239,0.1375,0.185,9
"M",NA,0.405,0.175,NA,NA,0.3265,0.337,13
"I",0.42,NA,0.115,0.376,0.169,0.092,0.1,NA
"F",0.66,0.53,NA,1.326,0.519,NA,0.44,NA
"F",0.61,0.45,0.16,1.136,0.414,0.311,0.3,9
"M",0.455,0.355,0.135,0.4745,0.1865,0.0935,0.168,NA
"F",0.555,0.435,0.165,0.97,0.336,0.2315,NA,17
"M",0.585,NA,NA,0.9335,0.478,0.1825,NA,9
"I",0.505,NA,NA,0.7045,0.334,NA,0.207,8
"I",0.455,0.335,0.135,NA,0.274,0.0995,0.1065,NA
"I",0.47,0.35,0.135,NA,0.2315,NA,0.1525,11
"I",0.405,0.285,0.09,0.2645,0.1265,0.0505,NA,6
"M",0.69,0.53,0.21,1.583,0.7355,0.405,NA,12
"M",0.625,0.475,0.175,1.3405,0.656,0.283,0.337,10
"F",0.505,0.4,NA,NA,0.246,NA,0.175,7
"M",0.67,0.525,0.165,1.6085,0.682,NA,0.4005,11
"M",0.67,0.505,NA,1.2585,NA,0.311,0.308,12
"F",0.44,0.33,0.115,0.4005,0.143,NA,0.12,8
"I",0.495,0.375,NA,NA,NA,NA,0.191,8
"F",0.625,0.515,0.15,NA,0.5235,0.3065,0.36,15
"F",0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2775,9
"M",0.76,0.605,0.215,2.173,0.801,0.4915,0.646,13
"I",0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,9
"I",0.555,0.395,0.13,NA,NA,0.1245,0.17,NA
"F",0.605,0.46,0.17,1.122,0.347,0.3045,0.315,13
"F",0.68,0.56,0.165,1.639,0.6055,0.2805,NA,NA
"M",0.505,NA,0.115,0.5585,NA,0.119,0.1535,8
"I",0.475,0.375,0.11,NA,0.182,NA,0.16,9
"M",0.335,0.265,0.105,0.222,0.0935,NA,0.075,NA
"F",0.675,0.54,0.21,1.593,0.686,NA,0.45,11
"F",0.64,0.54,0.175,1.571,0.627,NA,0.475,18
"M",0.62,0.515,NA,1.221,0.535,0.241,0.395,13
"F",0.64,NA,NA,NA,0.5215,0.2695,0.36,10
"F",0.705,0.54,0.205,1.757,0.8265,0.417,0.461,9
"M",0.46,0.355,NA,0.491,0.207,NA,0.174,10
"M",0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115,8
"M",0.5,0.4,0.145,0.6025,0.216,NA,0.21,11
"I",0.275,0.205,0.08,0.096,0.036,0.0185,0.03,6
"F",0.78,0.63,0.215,2.657,1.488,0.4985,0.586,11
"M",NA,NA,0.185,1.32,0.5305,0.2635,0.455,NA
"I",0.52,0.415,NA,0.6385,NA,0.1405,0.171,8
"F",0.56,0.43,0.145,NA,0.3895,0.2325,0.245,9
"F",0.58,NA,0.15,0.9955,0.429,0.212,0.26,19
"F",0.705,0.555,0.195,NA,0.7105,0.4215,0.516,12
"M",0.54,0.415,0.17,0.879,0.339,0.208,0.255,10
"F",0.605,0.485,0.165,1.0105,0.435,NA,NA,19
"I",NA,0.485,0.15,NA,0.6315,0.226,0.33,11
"I",0.475,NA,0.145,0.6325,0.2825,0.137,0.19,8
"M",0.535,0.435,NA,0.725,0.269,NA,0.25,9
"M",0.49,0.385,0.125,0.609,0.3065,0.096,0.1775,8
"F",NA,0.535,0.175,1.5845,NA,NA,0.4215,9
"F",0.64,0.525,0.175,1.382,NA,0.3115,0.37,9
"I",0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,10
"M",0.495,0.39,0.15,0.853,0.3285,0.189,0.27,14
"M",0.59,0.485,NA,1.0785,0.4535,0.2435,0.31,9
"M",NA,0.44,0.145,0.8815,0.3605,NA,0.2735,10
"I",0.475,NA,0.14,0.4545,0.171,0.118,0.158,NA
"F",0.605,NA,0.16,1.201,0.417,0.2875,0.38,9
"M",0.455,0.35,0.105,NA,0.1625,0.097,0.145,11
"M",0.59,0.5,0.2,1.187,0.412,0.2705,0.37,16
"F",0.505,0.39,0.115,0.66,0.3045,0.1555,0.175,8
"M",NA,0.16,NA,0.0545,0.0265,0.0095,0.015,4
"F",0.57,NA,NA,0.8875,0.4315,0.1915,0.223,8
"F",0.625,NA,0.155,NA,0.4875,0.259,0.355,11
"M",0.62,0.495,0.175,1.806,NA,0.3285,0.725,NA
"F",0.59,0.465,NA,1.151,NA,0.239,0.2515,9
"M",0.48,0.375,0.12,0.5895,0.2535,0.128,NA,11
"F",0.68,0.55,0.175,1.473,NA,0.282,0.4295,11
"I",0.24,0.175,0.055,0.0705,0.025,0.014,0.021,5
"I",0.32,0.24,0.09,0.1575,0.07,0.0265,0.0425,5
"I",NA,0.325,0.125,0.3915,0.1575,0.1025,0.115,9
"F",0.52,0.41,0.16,0.712,0.2845,0.153,0.225,10
"F",0.6,0.47,0.15,0.922,0.363,0.194,0.305,10
"M",0.425,0.33,NA,0.361,NA,0.0825,0.125,7
"M",NA,0.405,0.15,1.2565,0.435,NA,0.325,15
"M",0.63,0.5,0.175,1.2645,0.5635,NA,0.3425,10
"F",0.575,0.48,0.15,0.897,NA,0.1905,0.248,8
"M",0.55,0.435,0.11,NA,0.3415,0.203,0.215,9
"F",0.655,0.5,0.14,NA,NA,0.3175,0.285,12
"I",0.415,0.325,NA,0.3335,0.1445,0.0715,0.095,7
"M",0.695,0.56,0.185,1.74,NA,0.3715,NA,10
"M",0.605,NA,0.14,NA,0.555,0.257,0.274,9
"M",0.585,NA,0.175,1.1275,0.4925,0.262,0.335,11
"F",0.475,NA,0.145,0.57,0.167,0.118,0.187,11
"F",0.58,0.435,0.15,0.834,0.428,0.1515,0.23,8
"M",NA,0.255,NA,NA,0.094,0.0295,NA,9
"F",0.475,NA,0.125,0.447,NA,0.081,0.14,9
"I",0.36,0.28,0.09,0.2255,0.0885,NA,NA,8
"M",0.55,0.45,0.175,1.0985,NA,0.215,0.4,14
"I",0.44,0.34,0.125,0.4895,0.1735,0.0875,0.2,13
"F",0.625,0.49,0.175,NA,0.4485,0.2165,0.3595,8
"F",NA,0.495,0.165,1.0835,0.4525,NA,NA,9
"M",0.38,0.235,0.1,0.258,0.1055,0.054,0.08,7
"M",0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725,9
"I",0.355,0.275,0.085,0.22,NA,0.06,0.15,8
"I",NA,0.5,0.17,1.2975,0.6035,0.291,0.3595,9
"M",0.585,0.48,0.185,1.04,0.434,0.265,0.285,NA
"M",0.46,0.345,0.12,NA,0.2435,0.1175,NA,8
"F",0.605,0.47,0.165,NA,0.611,0.2275,NA,9
"I",0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355,7
"F",0.61,0.495,0.175,NA,0.53,NA,0.3455,10
"M",0.575,0.435,0.135,0.992,0.432,0.2225,0.239,10
"M",0.63,0.49,0.19,NA,0.4935,0.3365,0.285,11
"F",0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825,8
"F",0.69,0.58,0.195,1.658,0.708,0.3615,0.4715,10
"M",0.58,0.44,0.175,1.2255,0.5405,0.2705,0.3265,10
"M",0.56,0.425,0.135,0.9415,NA,NA,NA,9
"F",NA,0.44,0.135,0.8435,0.434,0.1995,0.185,8
"M",0.5,0.39,0.125,NA,0.2485,0.117,0.131,6
"I",0.47,NA,NA,0.411,NA,0.0855,0.135,8
"I",0.44,NA,0.105,0.369,0.164,0.08,0.1015,5
"M",0.155,0.115,0.025,0.024,0.009,0.005,0.0075,5
"F",0.515,0.405,0.12,0.646,0.2895,0.1405,0.177,10
"M",0.58,0.46,0.165,1.2275,0.473,0.1965,0.435,16
"M",0.615,0.49,0.17,1.145,0.4915,0.208,0.343,13
"F",0.505,0.38,0.13,0.693,0.391,0.1195,0.1515,8
"F",0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425,10
"I",NA,NA,0.135,0.2215,0.105,0.047,0.0605,7
"M",0.56,NA,0.145,0.9355,0.425,NA,NA,11
"I",0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,NA
"I",0.4,0.315,0.09,0.3245,0.151,0.073,0.088,8
"I",0.54,0.405,0.15,0.7585,0.307,0.2075,0.19,10
"I",0.425,0.31,0.09,0.301,NA,NA,0.08,7
"I",0.56,0.445,0.165,0.832,0.3455,0.179,0.279,9
"F",0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,10
"F",0.52,0.41,0.17,0.8705,NA,0.219,NA,14
"I",0.245,0.205,0.06,0.0765,NA,NA,0.0215,NA
"M",0.585,NA,0.16,1.218,0.639,0.241,NA,11
"I",0.555,0.425,NA,0.648,0.2835,0.133,0.2105,8
"I",0.56,0.42,0.14,NA,0.414,0.214,0.2,8
"I",0.265,NA,NA,0.0965,0.0425,0.022,0.03,5
"M",0.63,0.515,NA,1.352,0.488,0.349,0.45,20
"M",0.59,0.44,NA,0.9555,0.366,0.2425,0.295,11
"I",0.65,0.515,0.16,1.1625,NA,0.203,NA,17
"M",0.65,NA,0.155,1.202,0.565,0.3135,0.294,11
"F",0.68,0.55,0.2,1.596,0.525,0.4075,0.585,21
"I",0.465,0.37,0.115,0.534,0.261,0.098,NA,NA
"M",0.6,0.465,0.155,1.262,0.6245,0.2455,0.33,10
"M",0.38,NA,0.12,0.283,0.1175,0.0655,0.085,9
"M",0.355,0.28,NA,0.2455,0.0955,0.062,0.075,11
"F",0.505,0.405,0.18,NA,0.239,NA,0.18,11
"F",0.62,0.495,NA,1.062,0.372,NA,0.34,NA
"I",0.35,0.25,0.07,0.1605,0.0715,0.0335,0.046,6
"I",0.365,0.255,0.08,0.1985,0.0785,0.0345,0.053,5
"M",NA,0.47,0.15,0.9955,NA,0.232,0.24,8
"I",0.46,0.35,0.11,0.3945,NA,0.0865,0.125,9
"M",0.57,0.435,0.17,0.873,NA,0.183,0.2705,10
"M",NA,0.365,0.135,0.522,0.2395,0.1525,0.145,10
"F",0.725,NA,0.19,NA,0.83,0.398,0.405,11
"I",NA,0.385,0.13,0.587,0.264,0.117,0.174,8
"F",0.665,0.53,0.185,1.3955,0.456,0.3205,0.49,15
"I",0.54,0.39,NA,0.6255,0.2525,0.158,0.19,8
"I",0.42,0.345,0.115,NA,0.1515,0.0795,0.115,9
"I",0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253,8
"I",NA,0.42,0.14,0.6765,NA,0.1855,0.208,9
"I",NA,0.345,NA,0.409,0.1675,0.1015,0.117,NA
"F",0.655,0.52,0.175,1.472,0.6275,0.27,0.45,13
"F",0.55,0.415,0.18,1.1655,0.502,0.301,0.311,9
"I",0.225,0.17,0.07,0.0565,0.024,0.013,0.016,NA
"I",0.4,0.315,0.1,0.3225,0.143,0.0735,NA,6
"F",0.47,0.355,0.1,0.4755,NA,0.0805,0.185,10
"F",0.575,0.42,0.135,0.857,0.461,NA,0.2125,10
"F",0.53,0.425,0.13,0.717,0.2115,NA,0.255,13
"F",0.55,NA,0.14,0.745,0.347,0.174,0.2265,9
"F",NA,0.54,0.16,1.6675,NA,0.3775,0.475,11
"M",0.4,0.315,0.105,0.287,0.1135,NA,0.113,NA
"F",NA,0.5,0.155,1.2205,0.6145,0.236,0.3185,10
"F",0.47,NA,0.12,0.4775,0.2105,0.1055,NA,NA
"M",0.625,NA,0.145,NA,0.675,NA,0.3245,13
"I",0.615,NA,0.155,0.9885,0.4145,0.195,0.345,13
"F",0.465,0.38,0.135,0.579,NA,0.1095,0.22,14
"I",0.45,0.335,NA,0.4195,0.181,0.085,0.1345,7
"F",0.595,NA,0.16,NA,NA,0.2025,0.2875,9
"I",0.525,0.4,0.13,0.6455,NA,0.1245,0.17,8
"F",0.4,0.305,0.16,0.368,0.173,0.0705,0.105,7
"F",NA,0.395,0.145,0.775,0.308,0.169,NA,7
"F",0.6,0.45,0.14,0.837,0.37,0.177,0.2425,NA
"F",0.505,0.41,NA,0.644,NA,0.145,NA,11
"F",0.44,0.35,0.125,0.4035,0.175,0.063,0.129,9
"I",0.3,0.215,0.05,0.1185,0.048,0.0225,NA,4
"I",NA,0.405,0.135,NA,0.3655,0.1585,0.18,7
"M",0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,NA
"M",0.515,0.42,0.14,0.769,NA,0.154,0.29,13
"I",0.63,NA,0.17,1.217,0.5515,0.212,0.31,11
"M",0.45,0.335,0.14,0.478,NA,0.115,0.16,11
"M",0.345,NA,NA,0.195,0.078,NA,0.059,9
"M",0.65,0.495,NA,1.276,0.6215,NA,0.399,11
"F",0.585,0.415,0.155,0.6985,0.3,0.146,0.195,NA
"F",0.425,0.35,NA,0.4425,NA,0.0755,0.175,7
"F",0.65,NA,0.165,1.1445,0.485,0.218,0.365,12
"M",0.6,NA,0.155,1.0165,NA,0.2465,0.225,10
"I",NA,0.375,0.14,0.5495,0.248,0.112,NA,NA
"I",0.33,0.26,0.085,0.1965,0.0915,NA,0.055,7
"I",0.425,0.325,0.1,0.398,0.1185,0.0645,0.0945,NA
"F",0.62,0.51,0.18,1.3315,0.594,0.276,0.388,11
"F",0.585,NA,0.15,1.079,0.4145,NA,0.356,11
"F",0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18,NA
"I",NA,0.34,NA,0.386,0.1805,0.0875,0.0965,8
"I",0.31,0.235,0.09,0.127,0.048,0.031,0.04,6
"F",0.605,0.49,0.15,1.1345,NA,0.2525,0.35,NA
"M",0.61,0.48,0.15,NA,NA,0.2455,0.28,NA
"F",0.5,0.375,0.14,0.604,0.242,0.1415,NA,15
"M",0.28,0.2,0.08,0.0915,0.033,0.0215,0.03,5
"F",NA,0.475,0.16,1.3245,0.6865,0.233,0.3275,NA
"F",0.815,0.65,0.25,2.255,0.8905,0.42,0.7975,14
"F",0.535,0.415,0.185,0.8415,0.314,0.1585,NA,15
"F",0.56,NA,0.155,0.6405,0.336,0.1765,0.245,8
"F",0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935,10
"F",0.57,0.435,0.14,NA,0.3235,NA,0.22,16
"I",0.325,0.24,NA,0.152,NA,0.0305,0.045,NA
"F",0.6,0.465,0.165,0.8875,0.309,0.246,0.262,12
"M",NA,NA,NA,0.5115,0.246,0.1005,NA,8
"I",0.405,0.3,0.11,0.32,0.172,NA,0.093,7
"I",0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,9
"F",0.5,0.385,NA,0.768,0.2625,0.095,0.27,13
"M",0.7,0.565,NA,1.751,0.895,0.3355,0.446,9
"I",0.2,0.145,0.025,0.0345,0.011,0.0075,0.01,5
"M",NA,0.44,0.14,NA,0.443,0.2045,0.265,NA
"M",0.62,0.485,NA,1.1325,0.5235,NA,0.2825,9
"F",NA,0.39,0.125,0.5445,NA,0.15,0.1405,7
"I",0.5,0.39,NA,0.583,NA,0.132,0.1605,8
"F",NA,0.41,0.165,0.8115,NA,0.169,0.24,19
"M",0.61,0.485,0.145,NA,0.783,NA,0.2865,9
"I",0.37,0.275,0.085,0.2045,0.096,0.056,0.08,6
"I",0.36,0.265,0.09,0.2055,NA,0.037,0.0585,7
"M",0.675,0.515,NA,1.312,0.556,0.2845,0.4115,11
"F",0.565,0.45,0.165,0.9765,0.322,0.244,0.37,12
"I",0.4,0.31,NA,0.314,NA,0.0595,0.087,NA
"I",NA,0.31,NA,0.3075,0.139,0.0745,0.093,7
"F",NA,0.425,0.135,0.8515,0.362,NA,NA,14
"M",0.735,0.59,0.225,NA,0.637,NA,NA,21
"F",0.485,0.39,NA,0.5565,0.2215,NA,0.185,9
"M",0.58,0.46,0.15,1.049,NA,0.1935,0.305,10
"F",NA,0.475,0.16,NA,0.4775,0.2555,0.295,13
"M",NA,0.435,0.155,1.065,0.486,0.233,0.285,8
"M",0.5,0.375,0.145,0.6215,NA,0.166,0.1485,7
"F",0.65,0.475,0.165,NA,0.58,NA,0.3095,9
"I",0.48,NA,0.135,0.5465,0.2735,0.0995,0.158,8
"M",0.465,0.36,NA,0.5795,0.295,0.1395,0.12,7
"I",0.395,0.31,0.095,0.313,NA,0.072,0.093,NA
"I",0.5,0.37,0.115,0.5745,0.306,NA,0.141,7
"I",0.255,0.185,0.07,0.075,NA,NA,0.025,6
"I",0.425,0.325,0.11,0.317,0.135,0.048,0.09,NA
"I",0.48,0.38,0.125,0.523,0.2105,0.1045,0.175,15
"F",0.68,NA,0.19,1.807,0.8225,NA,0.515,11
"F",0.63,0.495,NA,1.3075,NA,0.284,0.315,11
"I",NA,0.38,0.14,0.673,0.2175,0.13,0.195,NA
"I",0.29,NA,0.065,NA,0.0425,NA,0.031,5
"I",0.225,0.165,0.055,0.059,0.027,0.0125,0.015,4
"I",0.335,0.25,0.08,0.1695,0.0695,0.044,NA,6
"M",0.64,0.52,0.2,1.407,0.566,0.304,0.455,17
"I",0.345,NA,0.095,0.1995,NA,NA,0.07,6
"F",0.63,NA,0.2,NA,0.659,0.336,0.38,11
"M",0.765,0.585,NA,2.398,NA,0.512,NA,12
"F",0.47,0.365,0.105,NA,0.163,0.1035,0.14,9
"M",0.46,0.38,NA,0.482,0.207,0.1225,NA,10
"I",0.445,0.34,0.145,0.434,0.1945,0.0905,0.13,7
"M",0.64,0.575,0.175,1.4585,0.625,NA,0.4395,NA
"F",NA,0.465,0.165,0.9355,0.4035,0.2275,0.259,9
"F",0.57,0.445,0.145,0.8775,0.412,0.217,0.22,8
"M",0.58,0.46,0.155,1.0335,0.469,NA,0.295,NA
"I",0.52,0.41,NA,0.6625,0.2775,NA,0.196,11
"F",0.615,0.465,0.15,0.923,NA,0.1825,0.2415,9
"M",0.52,0.4,NA,0.823,0.298,NA,NA,15
"M",0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395,14
"I",0.41,0.32,0.095,NA,0.141,0.063,0.073,5
"I",0.575,NA,NA,NA,0.486,NA,NA,8
"F",0.61,0.49,0.17,NA,0.4605,0.2825,NA,12
"M",0.695,0.55,0.215,1.9565,0.7125,NA,NA,14
"M",NA,NA,NA,NA,0.222,0.1215,0.15,9
"I",0.31,0.225,NA,0.1055,0.435,0.015,0.04,5
"F",0.56,0.44,0.14,0.9285,0.3825,0.188,0.3,11
"M",0.59,0.47,0.18,NA,0.4205,0.2805,0.36,13
"F",0.615,0.515,0.135,1.1215,0.545,0.2305,0.29,9
"M",0.59,0.45,0.185,NA,0.473,0.276,0.425,16
"F",0.56,0.445,NA,0.903,0.3575,0.2045,0.295,9
"M",NA,0.35,0.11,NA,0.2,0.111,0.1305,8
"F",NA,NA,0.195,NA,0.573,0.368,0.3905,10
"I",0.585,0.46,0.145,0.8465,0.339,0.167,0.295,10
"F",0.54,0.435,NA,0.892,0.322,0.174,0.335,13
"I",0.55,0.425,NA,NA,0.376,0.171,0.245,14
"I",0.5,0.365,0.125,NA,NA,0.103,0.1645,9
"M",0.43,0.35,0.11,0.406,0.1675,0.081,NA,10
"F",0.58,0.455,0.12,1.0735,0.479,0.2735,NA,NA
"M",0.495,0.4,NA,0.6605,0.2605,0.161,0.19,NA
"M",NA,0.6,0.22,NA,1.007,0.509,0.6205,NA
"I",0.465,0.34,0.11,0.346,0.1425,0.073,0.113,11
"F",0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,8
"M",0.615,NA,0.15,0.9335,0.382,NA,0.2615,10
"F",0.595,0.47,0.155,1.121,0.4515,0.178,0.155,11
"F",0.69,0.55,NA,1.569,0.687,0.3675,0.46,NA
"I",0.535,0.42,0.145,0.6885,0.273,0.1515,0.237,NA
"I",0.4,0.29,0.11,0.329,0.188,NA,0.0825,6
"F",0.555,0.43,0.135,0.812,NA,NA,NA,9
"M",0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,NA
"M",0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,9
"F",0.56,0.455,NA,0.943,0.344,NA,0.375,21
"F",0.675,0.525,0.155,1.4785,0.628,0.3405,NA,NA
"I",0.5,0.375,0.14,0.559,0.2375,0.135,0.169,9
"F",0.535,0.415,0.17,0.879,0.295,0.1965,0.285,10
"I",0.44,0.345,0.12,0.487,NA,0.108,NA,14
"I",NA,0.18,0.065,NA,0.0345,0.0185,0.0215,4
"M",0.495,0.395,NA,0.553,NA,0.1375,0.167,8
"M",0.575,0.465,NA,1.0535,0.516,0.2185,0.235,9
"F",0.57,NA,0.14,0.9535,0.3785,0.201,0.305,17
"F",0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,NA
"M",0.695,0.54,0.195,1.691,0.768,0.363,NA,11
"I",0.235,0.175,0.055,0.067,0.027,0.0125,0.018,6
"M",0.5,0.365,NA,0.5945,0.309,0.1085,NA,9
"M",NA,0.45,0.185,0.925,NA,0.197,0.35,12
"F",0.52,0.415,0.145,0.8045,0.3325,0.1725,NA,10
"I",0.65,0.52,0.15,NA,NA,0.296,0.3305,10
"M",0.6,0.475,0.205,1.176,0.5255,0.2875,0.308,9
"M",NA,0.325,0.12,0.3745,0.158,NA,0.125,12
"F",0.645,0.52,0.18,1.285,0.5775,0.352,0.317,9
"F",NA,0.48,0.175,1.1685,0.4815,0.2305,0.356,NA
"M",0.46,0.375,0.14,0.5105,0.192,0.1045,0.205,NA
"F",0.59,0.465,0.15,NA,0.392,0.246,0.34,12
"M",0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665,10
"I",0.385,0.28,0.095,0.257,0.119,0.059,NA,7
"M",0.4,0.31,0.11,0.314,NA,0.057,0.1,11
"M",0.695,0.545,0.185,1.5715,0.6645,0.3835,0.4505,13
"I",0.295,0.23,0.08,0.1625,0.065,NA,0.0385,5
"M",0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,10
"M",NA,0.455,0.165,0.867,0.3765,0.1805,0.268,8
"F",NA,0.46,0.15,1.019,0.523,0.1985,0.254,7
"M",NA,0.385,0.12,NA,0.289,0.0905,0.153,8
"I",0.395,0.3,0.09,0.2855,0.1385,0.0625,0.077,5
"I",0.325,0.25,0.075,0.1585,0.075,0.0305,0.0455,NA
"I",NA,0.29,0.14,0.3,0.14,0.0625,0.0825,8
"I",0.36,0.275,0.075,0.2205,0.0985,0.044,0.066,7
"F",0.615,NA,0.17,1.14,0.4305,0.2245,0.42,16
"M",0.625,0.5,0.13,1.082,NA,0.2045,0.25,8
"M",0.555,0.44,0.14,0.8705,0.407,0.156,0.255,9
"I",NA,0.365,0.12,0.53,NA,0.0975,0.1625,10
"I",0.525,0.38,0.135,0.615,0.261,NA,0.175,8
"M",0.52,0.435,NA,0.973,0.2985,0.2135,0.355,18
"M",0.735,0.57,0.175,1.88,0.9095,0.387,0.488,11
"I",0.205,0.155,0.045,NA,0.0235,0.011,0.014,NA
"F",0.475,0.375,0.15,0.559,0.1955,0.1215,0.1945,12
"F",0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,9
"M",0.585,0.43,0.16,0.955,0.3625,0.176,0.27,11
"F",0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,10
"I",0.5,0.385,0.11,0.596,0.3015,0.104,0.151,8
"F",0.71,0.575,0.175,1.555,NA,0.3705,0.52,15
"M",0.66,0.485,0.155,NA,0.61,NA,NA,8
"F",0.64,0.515,NA,1.3115,NA,0.2555,0.41,10
"I",0.53,0.405,NA,0.632,NA,0.148,0.1875,9
"F",0.435,0.35,0.12,NA,0.192,0.1,NA,11
"F",NA,0.4,NA,0.5735,0.219,NA,NA,NA
"M",0.525,0.425,0.12,0.8665,NA,0.176,0.29,18
"M",0.6,0.495,0.165,1.2415,0.485,0.2775,0.34,15
"M",0.155,0.11,0.04,0.0155,NA,NA,0.005,3
"M",NA,NA,0.19,1.4385,0.6775,0.285,0.178,11
"F",0.565,0.45,0.175,NA,0.5305,0.2455,0.308,NA
"I",0.42,0.315,0.1,0.3435,0.157,0.0795,0.09,6
"M",0.39,0.3,0.09,0.3055,0.143,0.0645,0.085,NA
"F",0.55,0.43,0.14,0.7135,0.2565,0.186,0.225,9
"F",0.64,NA,0.175,1.1545,NA,0.341,0.288,9
"F",0.66,0.525,0.16,1.277,NA,0.319,0.394,NA
"F",0.6,0.45,0.14,0.869,NA,0.195,0.291,11
"F",0.585,NA,0.125,0.874,0.3545,NA,0.225,6
"M",0.59,0.49,0.165,1.207,0.559,0.235,0.309,10
"M",NA,0.315,0.125,0.388,0.068,0.09,0.125,NA
"I",0.455,0.335,0.105,0.422,NA,0.0865,0.1,6
"M",0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,14
"M",0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26,10
"M",0.645,0.485,NA,NA,0.546,NA,0.635,16
"I",0.445,0.35,NA,0.4195,0.1695,0.0945,0.1195,7
"M",0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,16
"M",0.645,0.515,0.16,1.1845,0.506,0.311,0.335,9
"I",0.56,0.445,0.155,0.8735,NA,0.209,0.275,16
"F",NA,0.51,0.15,1.456,0.581,0.2875,NA,13
"I",NA,0.25,0.07,0.1745,0.0875,NA,NA,7
"M",0.385,NA,NA,0.3435,0.1645,0.085,0.1025,6
"I",0.375,0.29,0.085,0.2385,0.118,0.045,0.0695,7
"M",0.59,0.47,0.155,NA,0.6245,NA,0.2595,9
"M",0.48,0.37,0.1,0.5135,0.243,NA,0.135,8
"F",0.37,NA,NA,0.2405,0.104,0.0535,0.07,5
"F",0.7,NA,0.17,1.684,0.7535,0.3265,0.32,11
"I",0.25,0.185,0.065,0.071,0.027,0.0185,NA,5
"F",0.49,0.39,0.135,0.59,0.215,0.125,0.1845,12
"F",0.505,0.4,0.165,0.729,0.2675,0.155,0.25,9
"M",0.465,0.35,0.12,NA,0.2015,0.1625,0.185,11
"F",0.58,0.45,0.155,0.93,NA,0.246,0.265,9
"M",0.685,0.51,0.165,1.545,NA,0.3775,0.4055,10
"M",NA,0.275,0.11,0.2925,0.1225,NA,0.0905,8
"I",0.575,0.45,0.17,0.9315,NA,0.2145,0.26,13
"M",0.77,NA,0.195,2.5155,1.1155,0.6415,NA,NA
"I",NA,0.19,0.06,0.0765,NA,0.0115,NA,6
"M",0.565,0.425,0.1,0.7145,0.3055,0.166,0.18,12
"M",0.635,0.51,0.155,1.156,0.428,0.289,NA,18
"M",0.425,0.315,0.125,NA,0.1135,0.0565,0.13,18
"M",0.5,0.4,0.125,NA,0.336,NA,0.1825,7
"M",0.33,0.25,0.09,0.197,0.085,0.041,NA,10
"I",0.565,0.435,0.155,NA,0.2715,0.168,NA,14
"M",0.64,0.49,0.14,NA,0.4445,0.238,0.375,15
"F",NA,0.35,0.135,0.56,0.231,0.137,0.145,13
"F",0.515,0.425,0.14,0.766,0.304,0.1725,0.255,14
"I",0.5,NA,0.12,NA,0.249,0.1065,NA,8
"I",0.535,0.455,0.14,1.0015,0.53,0.1765,0.244,9
"M",0.425,NA,0.105,0.393,0.13,NA,0.165,9
"M",0.72,0.565,NA,NA,1.017,0.363,0.494,NA
"M",0.535,NA,0.135,0.862,0.2855,NA,0.32,14
